artist_names,track_name,duration,source,mode,time_signature,key,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,target
"Tyler, The Creator",EARFQUAKE,3.1677833333333334,Columbia,Major,4,9.0,0.554,0.498,0.0685,0.23,5.98e-06,0.795,0.413,-8.866,79.635,0
Alessia Cara,"How Far I'll Go - From ""Moana""",2.9252833333333332,Walt Disney Records,Major,4,9.0,0.314,0.555,0.37,0.157,0.000108,0.067,0.159,-9.601,179.666,1
"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Sensualidad,4.958083333333334,Hear This Music,Major,4,11.0,0.807,0.681,0.0983,0.423,0.0,0.0962,0.676,-6.268,140.006,1
Anne-Marie,Birthday,3.02445,Major Tom's / Asylum,Major,4,11.0,0.609,0.785,0.0891,0.0502,0.0,0.171,0.756,-3.32,151.995,1
Dean Lewis,How Do I Say Goodbye,2.7267166666666665,Universal Music Australia Pty. Ltd.,Major,4,8.0,0.4,0.641,0.0674,0.214,0.0,0.0656,0.393,-6.303,81.552,0
BTS,Mikrokosmos,3.7370833333333335,BIGHIT MUSIC,Major,3,8.0,0.58,0.858,0.114,0.125,0.0,0.0502,0.475,-5.212,174.039,1
"The Chainsmokers, Emily Warren",Side Effects,2.8973333333333335,Disruptor Records/Columbia,Major,4,8.0,0.662,0.741,0.0317,0.0013,0.0,0.566,0.532,-5.256,110.032,0
Andy Williams,It's the Most Wonderful Time of the Year,2.532216666666667,Columbia/Legacy,Major,3,7.0,0.24,0.598,0.0369,0.766,0.0,0.117,0.776,-8.435,201.629,1
Nat King Cole,The Christmas Song (Merry Christmas To You),3.1828833333333333,Capitol Records,Major,4,1.0,0.31,0.095,0.0366,0.904,3.43e-05,0.128,0.188,-17.828,72.76,0
Sam Smith,Diamonds,3.5644833333333334,Capitol,Minor,4,10.0,0.653,0.667,0.0423,0.154,0.0,0.107,0.556,-6.764,104.181,0
"Lil Yachty, Migos",Peek A Boo,4.105416666666667,"Quality Control Music, LLC",Major,4,1.0,0.957,0.588,0.295,0.0612,0.0,0.0962,0.298,-6.984,127.055,0
"Sebastian Yatra, Nacho, Wisin",Alguien Robo,3.7268833333333333,UMLE - Latino,Major,4,0.0,0.745,0.921,0.082,0.0897,0.0,0.178,0.651,-2.674,92.973,0
Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),3.5612,RCA Records Label,Major,4,4.0,0.58,0.908,0.0341,0.000335,4.84e-05,0.087,0.427,-5.303,115.016,0
PUBLIC,Make You Mine,3.8817833333333334,Island Records,Major,4,9.0,0.606,0.799,0.0261,0.0128,0.0,0.15,0.638,-4.452,103.014,0
Shirin David,Gib Ihm,2.7166166666666665,Juicy Money Records,Minor,4,10.0,0.928,0.402,0.32,0.217,3.38e-05,0.0957,0.578,-10.641,97.976,0
"Ariana Grande, Nicki Minaj",the light is coming (feat. Nicki Minaj),3.8066666666666666,Republic Records,Minor,4,6.0,0.879,0.544,0.151,0.0149,1.14e-05,0.0291,0.67,-5.667,99.005,0
"Marshmello, CHVRCHES",Here With Me,2.605783333333333,Marshmello/Republic,Minor,4,5.0,0.791,0.565,0.0439,0.0623,0.0,0.156,0.181,-3.933,99.961,0
Sia,Together,3.4201333333333332,Monkey Puzzle/Atlantic,Major,4,7.0,0.521,0.877,0.0683,0.0132,0.0806,0.0929,0.199,-5.444,180.007,1
ROSALÍA,DESPECHÁ,2.616966666666667,Columbia,Major,4,7.0,0.919,0.623,0.0992,0.184,1.63e-05,0.0609,0.775,-6.521,130.037,0
"Calvin Harris, Rag'n'Bone Man",Giant (with Rag'n'Bone Man),3.819733333333333,Columbia,Minor,4,1.0,0.807,0.887,0.0361,0.016,0.000503,0.0811,0.606,-4.311,122.015,0
XXXTENTACION,difference (interlude),1.2829,Bad Vibes Forever / EMPIRE,Minor,4,11.0,0.593,0.0668,0.0722,0.949,1.31e-05,0.194,0.19,-15.268,102.456,0
"Pedro Capó, Farruko",Calma - Remix,3.97,Sony Music Latin,Minor,4,11.0,0.826,0.773,0.0524,0.323,0.0,0.143,0.761,-4.218,126.899,0
Bad Bunny,UN PREVIEW,2.7597,Rimas Entertainment LLC,Major,4,1.0,0.795,0.815,0.0821,0.0368,3.82e-05,0.227,0.334,-3.322,94.991,0
Gabriel Diniz,Jenifer,2.6773333333333333,Universal Music Ltda.,Major,4,8.0,0.768,0.934,0.0453,0.22,1.73e-06,0.0854,0.916,-2.533,160.108,1
"Roddy Ricch, A Boogie Wit da Hoodie",Tip Toe (feat. A Boogie Wit da Hoodie),3.0967666666666664,Atlantic Records,Major,3,1.0,0.757,0.673,0.141,0.095,0.0,0.338,0.574,-8.513,92.958,0
Taylor Swift,State Of Grace (Acoustic Version) (Taylor's Version),5.360666666666667,Taylor Swift,Major,3,7.0,0.445,0.131,0.0564,0.663,1.57e-06,0.108,0.101,-13.778,208.918,1
Taylor Swift,Lavender Haze,3.373266666666667,Taylor Swift,Major,4,10.0,0.733,0.436,0.08,0.258,0.000573,0.157,0.0976,-10.489,96.985,0
Joji,Gimme Love,3.5759666666666665,88rising Music,Major,3,5.0,0.484,0.632,0.0976,0.695,0.0243,0.209,0.0736,-6.917,126.384,1
Paulo Londra,Tal Vez,4.398316666666667,WEA Latina,Major,4,8.0,0.855,0.649,0.151,0.25,0.0,0.0801,0.741,-2.443,161.986,1
"Bad Bunny, ABRA",SORRY PAPI,2.71755,Rimas Entertainment LLC,Major,4,1.0,0.612,0.561,0.0851,0.0601,0.0,0.145,0.393,-6.054,191.911,1
Logic,Perfect,1.6715166666666668,Def Jam Recordings,Major,4,0.0,0.769,0.829,0.0661,0.00948,6.65e-05,0.301,0.648,-5.228,159.943,1
Billie Eilish,Everybody Dies,3.4437166666666665,Darkroom/Interscope Records,Minor,3,7.0,0.275,0.155,0.0674,0.928,0.176,0.0888,0.0588,-17.285,65.136,0
"Mora, Feid",LA INOCENTE,3.3695666666666666,Rimas Entertainment LLC,Minor,4,5.0,0.757,0.789,0.0583,0.307,0.0,0.0717,0.464,-3.46,91.911,0
"Khalid, Swae Lee",The Ways (with Swae Lee),3.98155,Black Panther (TDE/DMG) PS,Minor,4,11.0,0.727,0.72,0.0488,0.0626,1.21e-06,0.176,0.589,-5.856,140.08,1
"Mora, Jhayco",512,3.2272666666666665,Rimas Entertainment LLC,Minor,4,4.0,0.818,0.673,0.148,0.348,0.0,0.172,0.695,-7.542,87.961,0
"G-Eazy, Halsey",Him & I (with Halsey),4.481116666666667,BPG/RVG/RCA Records,Major,4,2.0,0.589,0.731,0.0868,0.0534,0.0,0.308,0.191,-6.343,87.908,0
Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),4.5531,Taylor Swift,Major,4,6.0,0.694,0.764,0.0337,0.0586,0.0,0.0608,0.819,-4.893,123.044,0
Taylor Swift,betty,4.908683333333333,Taylor Swift,Major,4,0.0,0.593,0.377,0.0253,0.6,0.0,0.0976,0.502,-8.761,95.939,0
Harry Styles,Sweet Creature,3.7477833333333335,Columbia,Major,4,7.0,0.427,0.262,0.0276,0.746,0.0,0.068,0.228,-8.541,104.085,0
Bad Bunny,Yo No Soy Celoso,3.845066666666667,Rimas Entertainment LLC,Major,4,0.0,0.872,0.588,0.0492,0.275,0.0,0.17,0.93,-6.276,142.004,0
"DJ Khaled, Future, SZA",BEAUTIFUL (feat. Future & SZA),3.72055,Epic/We The Best,Major,4,6.0,0.489,0.55,0.233,0.103,0.0,0.118,0.241,-6.729,171.882,1
"Sech, Daddy Yankee",Confía,3.3718,Rich Music,Minor,4,0.0,0.722,0.757,0.0782,0.17,1.31e-05,0.0657,0.763,-3.592,167.987,1
Khalid,Saturday Nights,3.5111166666666667,"Right Hand Music Group, LLC/RCA Records",Major,4,10.0,0.551,0.44,0.0985,0.606,3.02e-05,0.11,0.341,-8.559,167.923,1
Pop Smoke,Something Special,2.6411,Victor Victor Worldwide,Minor,4,7.0,0.739,0.616,0.0338,0.252,1.93e-06,0.101,0.654,-6.963,91.071,0
"Clean Bandit, Sean Paul, Anne-Marie",Rockabye (feat. Sean Paul & Anne-Marie),4.1848,Atlantic Records UK,Minor,4,9.0,0.72,0.763,0.0523,0.406,0.0,0.18,0.742,-4.068,101.965,0
"La Adictiva, Luis R Conriquez",JGL,2.6348833333333332,Anval Music,Major,4,8.0,0.702,0.586,0.118,0.55,0.0,0.27,0.965,-5.317,112.852,0
Bad Bunny,La Zona,2.28155,Rimas Entertainment LLC,Minor,4,1.0,0.762,0.801,0.0409,0.2,7.04e-05,0.254,0.81,-3.661,93.992,0
Doja Cat,Ain't Shit,2.9042166666666667,Kemosabe Records/RCA Records,Major,4,3.0,0.855,0.488,0.208,0.506,0.0,0.347,0.619,-4.601,124.097,0
PNL,Au DD,4.11935,QLF Records,Minor,4,6.0,0.777,0.698,0.0704,0.293,2.32e-05,0.0908,0.119,-7.706,119.963,0
"Lady Gaga, Bradley Cooper",Shallow,3.59555,A Star is Born OST,Major,4,7.0,0.572,0.385,0.0308,0.371,0.0,0.231,0.323,-6.362,95.799,0
J. Cole,t h e . c l i m b . b a c k,5.104283333333333,"Dreamville, Inc., Under exclusive license to Roc Nation Records",Major,4,11.0,0.618,0.632,0.346,0.0526,0.0,0.353,0.319,-6.973,81.446,0
Drake,Intro,0.6155833333333334,OVO,Minor,3,0.0,0.193,0.0218,0.0389,0.955,0.88,0.117,0.213,-31.16,125.501,1
Post Malone,Zack And Codeine,3.406,Republic Records,Minor,4,5.0,0.738,0.824,0.0437,0.15,0.0,0.132,0.386,-5.165,138.039,1
YBN Nahmir,Bounce Out With That,1.6200333333333334,2018,Major,4,8.0,0.865,0.652,0.105,0.037,0.0,0.0925,0.372,-8.218,94.946,0
XXXTENTACION,Train food,2.7347166666666665,Bad Vibes Forever / EMPIRE,Minor,3,9.0,0.492,0.712,0.691,0.564,9.1e-05,0.357,0.23,-7.278,137.453,1
Juice WRLD,Up Up And Away,2.4591333333333334,Grade A Productions/Interscope Records,Minor,4,4.0,0.661,0.665,0.053,0.538,0.0,0.0981,0.486,-6.356,75.059,0
"Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",3.8213833333333334,Columbia,Major,4,9.0,0.81,0.733,0.0444,0.276,6.73e-06,0.288,0.9,-6.338,125.975,0
Adele,Someone Like You,4.754,XL Recordings,Major,4,9.0,0.556,0.319,0.0281,0.893,0.0,0.0996,0.294,-8.251,135.187,1
"Cordae, Anderson .Paak",RNP (feat. Anderson .Paak),2.9304666666666668,Art@War/Atlantic Records,Minor,4,9.0,0.611,0.714,0.856,0.184,0.0,0.145,0.628,-4.696,196.043,1
"Luis Fonsi, Sebastian Yatra, Nicky Jam",Date La Vuelta,3.6628833333333333,UMLE - Latino,Major,4,6.0,0.747,0.825,0.0566,0.0487,0.0,0.107,0.866,-2.903,94.006,0
"Alex Rose, Rafa Pabön",Jangueo,4.326666666666667,Los Oidos Fresh/ Los Proximos,Major,4,11.0,0.851,0.688,0.0565,0.238,1.93e-05,0.105,0.732,-4.038,103.982,0
"Steve Aoki, Lauren Jauregui",All Night,3.4222166666666665,"Ultra Records, LLC",Minor,4,6.0,0.545,0.865,0.0522,0.0724,4.79e-06,0.919,0.332,-2.601,89.992,0
Drake,Passionfruit,4.98235,Cash Money Records/Young Money Ent./Universal Rec.,Major,4,11.0,0.809,0.463,0.0396,0.256,0.085,0.109,0.364,-11.377,111.98,0
"RAYE, 070 Shake",Escapism.,4.53955,Human Re Sources,Major,4,2.0,0.538,0.742,0.114,0.138,4.67e-05,0.0934,0.25,-5.355,96.107,0
Irama,Tu No,3.5934833333333334,Warner Music,Major,4,3.0,0.583,0.628,0.0346,0.326,0.0,0.199,0.355,-5.143,122.002,0
Troye Sivan,Lucky Strike,3.4827833333333333,EMI Recorded Music Australia Pty Ltd,Major,4,2.0,0.612,0.694,0.0514,0.579,0.0,0.0914,0.564,-7.363,103.031,0
"Eminem, Royce Da 5'9"", Black Thought, Q-Tip, Denaun","Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",4.782666666666667,Shady/Aftermath/Interscope Records,Major,4,1.0,0.458,0.966,0.384,0.14,0.0,0.11,0.356,-2.107,183.586,1
"Chino & Nacho, Daddy Yankee",Andas En Mi Cabeza,4.124883333333333,UMLE - Machete,Major,4,9.0,0.68,0.954,0.119,0.0244,0.0,0.112,0.521,-1.823,104.029,0
FIFTY FIFTY,Cupid,2.9042166666666667,WM Korea,Major,4,2.0,0.774,0.66,0.0328,0.662,0.0,0.4,0.961,-8.2,120.023,0
Kenya Grace,Strangers,2.88275,Warner Records/Major Recordings,Minor,4,11.0,0.628,0.523,0.0946,0.701,0.00274,0.219,0.416,-8.307,169.982,1
"Future, Lil Uzi Vert",That’s It,3.813266666666667,Generation Now/Atlantic,Minor,4,11.0,0.94,0.532,0.358,0.12,0.0,0.0925,0.599,-5.998,123.043,0
PNL,Chang,5.23945,QLF Records,Major,4,8.0,0.745,0.456,0.0874,0.44,0.0,0.072,0.124,-9.482,94.032,0
Niall Horan,This Town,3.8766666666666665,Capitol Records (US1A),Major,4,9.0,0.687,0.409,0.0311,0.71,0.0,0.126,0.16,-7.751,111.861,0
Katy Perry,Harleys In Hawaii,3.0969166666666665,Capitol Records,Minor,4,10.0,0.722,0.757,0.132,0.185,6.32e-06,0.126,0.721,-6.207,140.094,1
"Jax Jones, Martin Solveig, Madison Beer, Europa",All Day And Night,2.82445,Polydor Records,Minor,4,1.0,0.567,0.765,0.108,0.317,0.0,0.14,0.541,-4.107,121.924,1
BTS,Go Go,3.929666666666667,BIGHIT MUSIC,Minor,4,10.0,0.856,0.617,0.0841,0.171,0.0,0.0857,0.759,-5.308,136.082,0
"Dua Lipa, DaBaby",Levitating (feat. DaBaby),3.3844,Warner Records,Minor,4,6.0,0.702,0.825,0.0601,0.00883,0.0,0.0674,0.915,-3.787,102.977,0
Lil Baby,Close Friends (Lil Baby & Gunna),3.3980166666666665,"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",Minor,4,10.0,0.676,0.578,0.375,0.0509,0.0,0.0796,0.698,-4.669,158.896,1
Charli XCX,Boys,2.709766666666667,Atlantic Records UK,Major,4,2.0,0.867,0.545,0.0625,0.0646,0.000289,0.0505,0.525,-5.192,139.943,0
"PSY, SUGA",That That (prod.&feat. SUGA of BTS),2.9107833333333333,P NATION,Major,4,4.0,0.905,0.962,0.0856,0.0299,0.0,0.0272,0.906,-3.197,129.969,0
Matuê,Máquina do Tempo,3.84,Sony Music Entertainment,Minor,4,4.0,0.629,0.727,0.0499,0.0647,0.0,0.138,0.132,-4.387,149.978,1
Rihanna,Love On The Brain,3.7333333333333334,Roc Nation / Rihanna,Minor,3,4.0,0.509,0.637,0.0471,0.0717,1.08e-05,0.0789,0.378,-4.83,172.006,1
JVKE,golden hour,3.4876666666666667,JVKE,Major,3,4.0,0.515,0.593,0.0322,0.653,0.162,0.25,0.153,-4.801,94.467,0
Ninho,Goutte d'eau,2.6179333333333332,Rec. 118 / Mal Luné Music,Minor,4,5.0,0.663,0.685,0.163,0.678,0.0,0.122,0.312,-6.163,137.834,1
CNCO,Mamita,2.90335,Sony Music Latin,Major,4,10.0,0.803,0.724,0.0541,0.112,3.67e-06,0.148,0.496,-4.835,91.035,0
Loredana,Jetzt rufst du an,2.5314666666666668,Loredana,Major,5,3.0,0.661,0.473,0.136,0.338,0.0,0.11,0.402,-7.285,128.48,0
Tame Impala,One More Year,5.400216666666667,Universal Music Australia Pty. Ltd.,Major,4,1.0,0.602,0.88,0.0354,0.057,0.46,0.284,0.493,-5.414,114.009,0
BTS,Outro: Tear,4.7496833333333335,BIGHIT MUSIC,Minor,4,6.0,0.711,0.903,0.247,0.327,0.0,0.0887,0.467,-2.723,140.015,1
"MEDUZA, Goodboys",Piece Of Your Heart,2.54855,Universal-Island Records Ltd.,Minor,4,10.0,0.677,0.744,0.0295,0.0404,0.00016,0.074,0.631,-6.806,124.08,0
Kendrick Lamar,GOD.,4.147116666666666,Aftermath,Major,4,0.0,0.706,0.557,0.0813,0.0347,0.0,0.276,0.205,-5.8,132.98,1
Kendrick Lamar,Worldwide Steppers,3.38945,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,Minor,3,8.0,0.514,0.472,0.368,0.753,0.00012,0.0746,0.557,-11.106,77.215,0
Mac Miller,Hurt Feelings,4.094,Warner Records,Major,4,8.0,0.69,0.462,0.13,0.343,0.00218,0.113,0.325,-8.054,157.655,1
Halsey,Without Me,3.3610166666666665,Capitol Records,Major,4,6.0,0.752,0.488,0.0705,0.297,9.11e-06,0.0936,0.533,-7.05,136.041,0
"RM, Youjeen",Wild Flower (with youjeen),4.558333333333334,BIGHIT MUSIC,Major,4,8.0,0.486,0.766,0.0938,0.0282,0.0,0.123,0.417,-5.821,154.992,1
"Eminem, X Ambassadors",Bad Husband (feat. X Ambassadors),4.798216666666667,Aftermath,Minor,3,10.0,0.51,0.72,0.317,0.083,0.0,0.118,0.451,-5.157,94.289,0
"Jorja Smith, Burna Boy",Be Honest (feat. Burna Boy),3.4505166666666667,FAMM,Minor,4,4.0,0.757,0.737,0.114,0.311,0.0,0.113,0.635,-6.728,98.057,0
Zach Bryan,Overtime,3.18245,Warner Records,Major,4,4.0,0.377,0.72,0.0364,0.0217,0.00919,0.138,0.26,-7.086,142.212,1
J Balvin,Blanco,2.428,UMLE - Latino,Major,4,10.0,0.872,0.692,0.187,0.0302,0.00761,0.0871,0.693,-5.376,99.982,0
"Taylor Swift, Maren Morris",You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),3.68065,Taylor Swift,Major,4,2.0,0.589,0.496,0.0377,0.818,0.0,0.101,0.44,-7.606,142.731,1
The Kid LAROI,SO DONE,2.1086833333333335,Columbia,Major,4,9.0,0.719,0.598,0.077,0.232,0.0,0.115,0.303,-6.254,142.592,1
"Vice, Jon Bellion",Obsession (feat. Jon Bellion),3.6997166666666668,Atlantic Records,Major,4,10.0,0.741,0.559,0.03,0.00728,0.000971,0.21,0.466,-7.775,101.999,0
Dua Lipa,Physical,3.2304833333333334,Warner Records,Major,4,0.0,0.647,0.844,0.0457,0.0137,0.000658,0.102,0.746,-3.756,146.962,1
Beyoncé,BREAK MY SOUL,4.6380333333333335,Parkwood Entertainment/Columbia,Minor,4,1.0,0.693,0.887,0.0795,0.0581,2.71e-06,0.27,0.864,-5.039,114.942,0
"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),5.131833333333334,"Spiff TV, LLC / Real Hasta La Muerte, Inc.",Major,4,11.0,0.639,0.869,0.147,0.27,0.0,0.0802,0.767,-4.024,169.801,1
MØ,Nights With You,3.2915833333333335,Chess Club/RCA Victor,Minor,4,1.0,0.763,0.671,0.1,0.401,1.16e-05,0.375,0.602,-4.029,120.06,0
Quevedo,VISTA AL MAR,3.011216666666667,Quevedo,Minor,4,0.0,0.759,0.561,0.131,0.803,0.121,0.101,0.491,-5.643,104.915,0
"J Balvin, Zion & Lennox",No Es Justo,4.180666666666666,UMLE - Latino,Major,4,7.0,0.684,0.811,0.0714,0.161,0.000363,0.0871,0.721,-4.494,87.866,0
Aminé,REEL IT IN,2.02245,Republic Records,Minor,4,10.0,0.754,0.342,0.0991,0.073,0.0,0.193,0.423,-8.677,128.981,0
Paulo Londra,Por Eso Vine,2.9755666666666665,WEA Latina,Minor,4,8.0,0.76,0.646,0.433,0.233,0.0,0.0905,0.625,-5.048,188.009,1
Kendrick Lamar,Black Panther,2.1768833333333335,Black Panther (TDE/DMG) PS,Major,4,1.0,0.618,0.582,0.297,0.625,3.84e-06,0.265,0.48,-9.454,90.035,0
Billie Eilish,Your Power,4.098283333333334,Darkroom/Interscope Records,Minor,4,9.0,0.634,0.285,0.0807,0.937,0.000359,0.232,0.203,-14.007,129.65,0
Quevedo,AHORA QUÉ,2.85715,Quevedo,Minor,3,2.0,0.447,0.765,0.0943,0.212,0.0,0.128,0.542,-5.457,101.545,0
Imagine Dragons,Demons,2.95845,Kid Ina Korner / Interscope,Major,4,3.0,0.505,0.71,0.0321,0.19,0.00025,0.269,0.428,-3.015,89.938,0
NAV,Up,3.3253333333333335,XO Records,Minor,4,8.0,0.66,0.491,0.101,0.0338,0.0,0.101,0.376,-6.645,154.132,1
Lizzo,Truth Hurts,2.88875,Nice Life/Atlantic,Minor,4,4.0,0.715,0.624,0.114,0.11,0.0,0.123,0.412,-3.046,158.087,1
Oasis,Wonderwall - Remastered,4.312883333333334,Big Brother,Major,4,2.0,0.378,0.896,0.0407,0.000452,0.0,0.194,0.469,-4.066,174.302,1
Dean Lewis,Be Alright,3.2748833333333334,Universal Music Australia Pty. Ltd.,Major,4,11.0,0.551,0.537,0.034,0.705,0.0,0.0802,0.493,-7.595,126.421,1
Bad Bunny,BATICANO,4.266666666666667,Rimas Entertainment LLC,Minor,4,3.0,0.785,0.6,0.0656,0.455,6.76e-06,0.131,0.431,-7.793,105.009,0
Lorde,The Louvre,4.518133333333333,Universal Music New Zealand Limited,Major,4,0.0,0.654,0.389,0.0481,0.261,0.0116,0.0891,0.132,-10.053,123.151,0
"The Chainsmokers, 5 Seconds of Summer",Who Do You Love,3.8035833333333335,Disruptor Records/Columbia,Major,4,3.0,0.528,0.778,0.0401,0.0377,0.0,0.212,0.482,-6.19,140.029,1
Sam Smith,"Fire On Fire - From ""Watership Down""",4.11225,Capitol,Minor,4,1.0,0.584,0.407,0.046,0.476,0.0,0.18,0.341,-7.356,115.124,0
NAYEON,POP!,2.8017833333333333,Republic Records – NAYEON (TWICE),Major,4,2.0,0.793,0.859,0.0544,0.0356,0.0,0.0343,0.392,-2.998,97.001,0
"NAV, Meek Mill",Tap (feat. Meek Mill),2.4713,"XO Records, LLC and Republic Records",Major,4,2.0,0.901,0.676,0.251,0.0646,0.0,0.0863,0.452,-7.033,85.018,0
"bbno$, Rich Brian",edamame,2.22845,bbno$,Minor,4,4.0,0.815,0.849,0.114,0.0229,0.000176,0.026,0.685,-4.704,106.035,0
Lil Peep,Life is Beautiful,3.459783333333333,Columbia,Major,4,10.0,0.533,0.638,0.0636,0.0385,0.000932,0.0758,0.324,-9.411,135.056,1
"Pop Smoke, Lil Tjay",Mood Swings (feat. Lil Tjay),3.55555,Victor Victor Worldwide,Minor,4,10.0,0.48,0.602,0.368,0.487,0.0,0.0848,0.269,-6.335,179.798,1
"Lil Uzi Vert, WanMor",That Way,3.5392333333333332,Generation Now/Atlantic,Minor,4,7.0,0.719,0.611,0.0403,0.0582,0.0,0.155,0.489,-5.01,129.962,0
"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),4.172883333333333,LaFace Records,Major,4,2.0,0.894,0.791,0.112,0.0183,0.0,0.0388,0.583,-4.699,105.018,0
"Monsieur Periné, Vicente Garcia",Nuestra Canción,4.334666666666666,Monsieur Perine,Minor,4,6.0,0.906,0.731,0.0977,0.426,4.55e-06,0.0853,0.794,-7.021,106.995,0
Tones And I,Fly Away,2.9692833333333333,Elektra (NEK),Major,4,4.0,0.806,0.513,0.0685,0.217,0.0,0.217,0.503,-6.208,124.988,0
Sebastian Yatra,Dos Oruguitas,3.5768833333333334,Walt Disney Records,Major,4,0.0,0.423,0.355,0.0454,0.761,0.0,0.0915,0.465,-10.565,93.788,0
Arctic Monkeys,The World's First Ever Monster Truck Front Flip,3.0002166666666668,Domino Recording Co,Major,4,10.0,0.602,0.601,0.0303,0.346,0.349,0.0735,0.553,-5.742,145.075,1
Sophie Ellis-Bextor,Murder On The Dancefloor,3.826216666666667,Polydor Records,Minor,4,1.0,0.734,0.844,0.0343,0.00346,1.81e-05,0.333,0.823,-5.357,117.306,0
"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie","Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",3.65755,Republic Records,Major,4,0.0,0.631,0.535,0.0842,0.464,0.0,0.115,0.22,-7.836,140.127,1
"Drake, Rick Ross",Money In The Grave (Drake ft. Rick Ross),3.423783333333333,Republic Records,Minor,4,10.0,0.831,0.502,0.046,0.101,0.0,0.122,0.101,-4.045,100.541,0
Lil Wayne,Hittas,3.72695,"Young Money Records, Inc.",Major,4,2.0,0.788,0.765,0.439,0.274,0.0,0.216,0.666,-3.93,144.049,1
Ozuna,Te Soñé de Nuevo,3.330216666666667,Aura Music Corp.,Minor,4,7.0,0.772,0.683,0.107,0.0533,0.0,0.0936,0.773,-2.867,168.04,1
"Internet Money, Don Toliver, Roddy Ricch",Lemonade - Remix,3.0249333333333333,Internet Money Records / TenThousand Projects,Minor,4,1.0,0.832,0.549,0.0602,0.168,0.0,0.11,0.384,-8.259,140.045,0
"Logic, Gucci Mane",Icy (feat. Gucci Mane),4.421116666666666,Def Jam Recordings,Major,4,7.0,0.827,0.522,0.0845,0.163,1.19e-06,0.109,0.477,-4.866,151.99,1
Selena Gomez,Dance Again,2.8416333333333332,Interscope Records,Minor,4,1.0,0.784,0.552,0.0871,0.0447,0.0,0.192,0.465,-7.261,111.984,0
"JAY-Z, Linkin Park",Numb / Encore,3.4288833333333333,Warner Records/Roc-A-Fella,Major,4,2.0,0.687,0.793,0.166,0.0603,0.0,0.582,0.751,-4.254,107.045,0
J. Cole,BRACKETS,5.26285,J. Cole P&D,Minor,4,10.0,0.678,0.567,0.261,0.188,1.67e-06,0.164,0.658,-9.148,84.039,0
"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",POP/STARS,3.185,Riot Games,Major,4,7.0,0.566,0.769,0.0872,0.0183,0.0,0.108,0.385,-4.342,170.036,1
"Capital Bra, Samra, LEA",110,3.2422333333333335,Urban,Minor,4,1.0,0.48,0.749,0.432,0.533,0.0,0.0997,0.419,-5.057,179.056,1
NewJeans,Super Shy,2.5777833333333335,ADOR,Minor,4,5.0,0.776,0.817,0.0748,0.18,3.44e-05,0.146,0.515,-6.018,149.921,1
"benny blanco, Calvin Harris",I Found You (with Calvin Harris),3.1916,Benny Blanco Solo Album PS,Major,4,6.0,0.775,0.872,0.0469,0.033,0.0579,0.298,0.379,-4.194,122.994,0
Olivia Rodrigo,ballad of a homeschooled girl,3.389483333333333,Olivia Rodrigo PS,Major,4,1.0,0.385,0.873,0.069,0.0557,0.0,0.353,0.469,-3.331,120.393,1
"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),2.86875,10K Projects/Capitol Records,Major,4,9.0,0.898,0.689,0.171,0.165,0.0,0.0957,0.772,-5.092,147.964,1
"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,4.158666666666667,Rich Music,Minor,4,0.0,0.655,0.672,0.311,0.471,0.0,0.0767,0.343,-5.98,181.877,1
Ed Sheeran,Collide,3.50355,Atlantic Records UK,Major,4,5.0,0.672,0.73,0.0372,0.113,0.0,0.0612,0.559,-4.77,123.969,0
Zara Larsson,Ruin My Life,3.1822,Epic/Record Company TEN,Major,4,11.0,0.665,0.699,0.0578,0.423,0.0,0.0969,0.585,-5.265,124.896,0
"¥$, Kanye West, Ty Dolla $ign",FUK SUMN,3.49295,Ye,Minor,4,4.0,0.774,0.818,0.145,0.127,0.0,0.0529,0.438,-2.825,142.084,1
"Gucci Mane, Drake",Both (feat. Drake),3.171866666666667,Guwop Enterprises/Atlantic,Minor,4,7.0,0.85,0.405,0.225,0.119,0.000118,0.0707,0.344,-7.509,139.976,0
Lil Uzi Vert,X,2.8966333333333334,Generation Now/Atlantic,Major,4,8.0,0.623,0.58,0.332,0.0043,0.0,0.394,0.301,-7.076,163.159,1
