artist_names,track_name,duration,source,mode,time_signature,key,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,target
Tom Petty,Free Fallin',4.266666666666667,Geffen*,Major,4,5.0,0.623,0.449,0.0253,0.212,0.0,0.0613,0.572,-13.333,84.383,0
"Robin Schulz, Francesco Yates",Sugar (feat. Francesco Yates),3.650716666666667,Tonspiel,Minor,4,5.0,0.636,0.815,0.0581,0.0185,0.0,0.163,0.636,-5.098,123.063,0
Taylor Swift,Look What You Made Me Do,3.530883333333333,"Big Machine Records, LLC",Minor,4,9.0,0.766,0.709,0.123,0.204,1.41e-05,0.126,0.506,-6.471,128.07,0
Lana Del Rey,Love song,3.8221,Polydor Records,Major,4,9.0,0.384,0.0701,0.0367,0.966,0.00017,0.0805,0.288,-16.512,63.425,0
"Logic, Alessia Cara, Khalid",1-800-273-8255,4.16955,Def Jam Recordings,Minor,4,5.0,0.62,0.574,0.0479,0.569,0.0,0.19,0.357,-7.788,100.023,0
"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),3.534883333333333,RBMG/Def Jam,Major,4,6.0,0.673,0.704,0.36,0.196,0.0,0.0898,0.372,-8.056,86.919,0
"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers (feat. Travis Scott),4.482216666666667,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",Major,4,2.0,0.782,0.435,0.156,0.333,1.31e-05,0.342,0.242,-7.033,82.996,0
Sech,Sal y Perrea,3.6085,Rich Music,Major,4,10.0,0.786,0.899,0.127,0.192,0.000189,0.299,0.813,-0.515,90.025,0
James Arthur,Say You Won't Let Go,3.52445,Columbia,Major,4,10.0,0.358,0.557,0.059,0.695,0.0,0.0902,0.494,-7.398,85.043,0
"Rob $tone, J. Davi$, J Spooks",Chill Bill (feat. J. Davi$ & Spooks),2.9530666666666665,RCA Records Label,Major,4,6.0,0.886,0.427,0.145,0.0312,0.00099,0.0906,0.23,-10.028,108.034,0
"Travis Scott, HVME",Goosebumps - Remix,2.7133833333333333,Cactus Jack/Epic,Major,4,1.0,0.841,0.593,0.0379,0.418,0.0,0.124,0.808,-7.846,124.917,0
Lewis Capaldi,Forget Me,3.3912,Vertigo Berlin,Minor,4,1.0,0.669,0.742,0.0441,0.296,0.0,0.355,0.716,-3.518,101.982,0
Billie Eilish,OverHeated,3.56765,Darkroom/Interscope Records,Minor,4,8.0,0.777,0.522,0.0535,0.527,0.838,0.0968,0.182,-12.496,115.008,0
Morgan Wallen,You Proof,2.624633333333333,Big Loud / Mercury Records / Republic Records,Major,4,9.0,0.731,0.85,0.0336,0.252,0.0,0.605,0.644,-4.913,119.706,0
"DJ Robin, Schürze",Layla,3.0951166666666667,Polydor x Island Records & Kontor New Media & Summerfield Records,Minor,4,5.0,0.448,0.921,0.0687,0.00124,0.0,0.383,0.375,-3.468,140.067,1
"Ed Sheeran, Yebba",Best Part of Me (feat. YEBBA),4.05445,Atlantic Records UK,Major,4,2.0,0.565,0.242,0.0318,0.762,9.3e-06,0.285,0.237,-8.367,81.657,0
"Pharrell Williams, Travis Scott",Down In Atlanta,2.7340166666666668,Columbia,Major,3,7.0,0.851,0.819,0.212,0.337,0.000153,0.0658,0.903,-5.173,83.154,0
"Cheat Codes, Fetty Wap, CVBZ",Feels Great (feat. Fetty Wap & CVBZ),3.22615,Parlophone UK,Major,4,0.0,0.522,0.833,0.0575,0.0454,0.0,0.127,0.296,-3.715,180.009,1
"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),4.03335,300 Entertainment,Minor,4,10.0,0.822,0.743,0.28,0.016,0.0,0.127,0.636,-4.772,84.459,0
"L7NNON, DJ Biel do Furduncinho, Bianca",Ai Preto,2.19305,Papatunes,Major,4,6.0,0.953,0.57,0.245,0.537,0.0,0.0993,0.834,-5.149,129.947,0
CJ,Whoopty,2.0543833333333335,CJ Music Group/T-Series,Minor,4,3.0,0.719,0.648,0.125,0.2,0.0,0.127,0.66,-7.6,140.201,1
"JNR CHOI, Sam Tompkins",TO THE MOON,2.535616666666667,Jnr Choi/Epic,Major,4,2.0,0.745,0.65,0.346,0.0451,0.00758,0.111,0.386,-11.814,144.047,1
Queen,Another One Bites The Dust - Remastered 2011,3.57755,EMI,Minor,4,5.0,0.933,0.528,0.161,0.112,0.312,0.163,0.754,-6.472,109.967,0
"Pusha T, Kanye West",What Would Meek Do?,2.55445,"Getting Out Our Dreams, Inc./Def Jam Recordings",Major,4,1.0,0.678,0.636,0.0782,0.0064,8.38e-06,0.177,0.0636,-3.155,83.071,0
"Huncho Jack, Travis Scott, Quavo",Huncho Jack,3.32045,Quality Control Music - Epic,Minor,4,5.0,0.793,0.574,0.0435,0.011,0.0,0.156,0.0601,-3.509,136.982,0
Post Malone,Chemical,3.066883333333333,Mercury Records/Republic Records,Major,4,2.0,0.498,0.897,0.045,0.00136,0.0,0.118,0.373,-4.907,169.902,1
"Daddy Yankee, Snow",Con Calma,3.22045,El Cartel Records (EC3),Minor,4,8.0,0.737,0.86,0.0593,0.11,1.94e-06,0.0574,0.656,-2.652,93.989,0
Olivia Rodrigo,drivers license,4.03355,Olivia Rodrigo PS,Major,4,10.0,0.561,0.431,0.0578,0.768,1.42e-05,0.106,0.137,-8.81,143.875,1
"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),3.24645,Republic Records,Minor,4,1.0,0.571,0.549,0.404,0.18,0.0,0.168,0.447,-7.38,119.497,0
"Kesha, The Dap-Kings Horns",Woman (feat. The Dap-Kings Horns),3.272666666666667,Kemosabe Records/RCA Records,Minor,4,5.0,0.743,0.765,0.0389,0.0438,0.0416,0.667,0.338,-3.586,114.991,0
"Juice WRLD, Halsey",Life's A Mess (feat. Halsey),3.369883333333333,Grade A Productions/Interscope Records,Major,4,1.0,0.63,0.446,0.0351,0.337,0.0,0.166,0.177,-8.9,143.078,1
Migos,Brown Paper Bag,3.5207333333333333,Quality Control Music,Major,4,8.0,0.907,0.489,0.158,0.0477,0.0,0.115,0.252,-5.79,136.982,0
"Shakira, Fuerza Regida",El Jefe,2.8382833333333335,Sony Music Latin,Minor,4,4.0,0.771,0.661,0.0533,0.227,0.0,0.143,0.964,-4.269,74.995,0
"Saweetie, Post Malone, DaBaby, Jack Harlow","Tap In (feat. Post Malone, DaBaby & Jack Harlow)",4.22615,ICY/Artistry Records/Warner Records,Major,4,1.0,0.948,0.63,0.219,0.00647,2.02e-05,0.0737,0.425,-7.011,100.032,0
"21 Savage, Summer Walker",prove it,3.459766666666667,"Slaughter Gang, LLC/Epic Records",Minor,4,6.0,0.559,0.743,0.167,0.38,0.0,0.23,0.263,-5.418,133.897,1
Juice WRLD,Armed And Dangerous,2.8333166666666667,Juice WRLD Mixtape / ISR P&D,Major,4,10.0,0.736,0.67,0.311,0.186,0.0,0.114,0.845,-6.702,130.032,0
Manuel Turizo,La Bachata,2.7106333333333335,Sony Music Latin/La Industria,Minor,4,7.0,0.835,0.679,0.0364,0.583,1.98e-06,0.218,0.85,-5.329,124.98,0
"j-hope, J. Cole",on the street (with J. Cole),3.57835,BIGHIT MUSIC,Minor,4,11.0,0.681,0.821,0.131,0.532,0.00111,0.0921,0.813,-5.12,94.074,0
Ariana Grande,Last Christmas,3.394216666666667,Universal Records,Major,4,2.0,0.504,0.8,0.0391,0.125,0.0,0.109,0.789,-2.763,205.945,1
Samra,Harami,3.0420333333333334,Urban,Minor,4,6.0,0.645,0.774,0.344,0.236,0.0,0.128,0.635,-4.839,86.692,0
SZA,SOS,1.9628833333333333,Top Dawg Entertainment/RCA Records,Minor,1,7.0,0.507,0.657,0.233,0.669,6.97e-06,0.0947,0.506,-7.356,119.159,1
"Jennifer Lopez, Gente De Zona",Ni Tú Ni Yo (feat. Gente de Zona),3.598,Sony Music Latin/Magnus,Minor,4,1.0,0.673,0.907,0.074,0.123,0.0,0.423,0.768,-3.716,109.04,0
"Hugh Jackman, Keala Settle, Daniel Everidge, Zendaya, The Greatest Showman Ensemble",Come Alive,3.76555,Atlantic Records,Major,4,7.0,0.702,0.77,0.128,0.00558,0.000802,0.211,0.235,-9.411,118.034,0
"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna),3.5911166666666667,Universal Republic Records,Major,4,1.0,0.852,0.675,0.197,0.0652,3.74e-05,0.36,0.83,-6.271,99.012,0
Taylor Swift,Speak Now (Taylor's Version),4.041216666666666,Taylor Swift,Major,4,7.0,0.727,0.677,0.0325,0.248,0.0,0.143,0.639,-2.871,118.995,0
XXXTENTACION,Ayala (Outro),1.6617833333333334,Bad Vibes Forever / EMPIRE,Minor,4,9.0,0.57,0.285,0.0381,0.737,0.0133,0.108,0.0973,-14.125,83.485,0
"Normani, Calvin Harris, Wizkid",Checklist (with Calvin Harris) (feat. Wizkid),2.830233333333333,Keep Cool/RCA Records,Major,4,1.0,0.89,0.624,0.103,0.0937,5.44e-06,0.0903,0.762,-3.966,116.056,0
"The Chainsmokers, Louane",It Won't Kill Ya,3.6268833333333332,Disruptor Records/Columbia,Minor,4,6.0,0.572,0.53,0.0654,0.0647,0.000169,0.127,0.12,-8.521,170.138,1
Camila Cabello,Inside Out,3.042666666666667,Syco Music/Epic,Major,4,8.0,0.737,0.697,0.0895,0.43,0.000382,0.0821,0.655,-5.31,94.101,0
"C. Tangana, NATHY PELUSO",Ateo,3.99875,Sony Music Entertainment,Minor,4,1.0,0.826,0.74,0.0368,0.142,2.59e-05,0.175,0.733,-4.45,130.025,0
Lil Tecca,Shots,1.8228833333333334,Republic Records,Minor,4,7.0,0.829,0.582,0.0415,0.525,0.0,0.0759,0.51,-5.721,108.028,0
The Beach Boys,Little Saint Nick - 1991 Remix,1.9806666666666666,Capitol Records,Major,4,11.0,0.602,0.553,0.0328,0.108,0.0,0.0512,0.971,-9.336,130.594,1
"Sigala, Paloma Faith",Lullaby,3.4003666666666668,Ministry of Sound Recordings,Minor,4,5.0,0.725,0.834,0.037,0.0784,1.27e-05,0.0834,0.859,-3.913,120.026,0
BLACKPINK,Yeah Yeah Yeah,2.982066666666667,YG Entertainment/Interscope Records,Minor,4,1.0,0.729,0.588,0.0359,0.00574,2.91e-06,0.0614,0.639,-6.654,124.019,0
"Ozuna, J Balvin, Chencho Corleone",Una Locura,3.844883333333333,Aura Music Corp.,Minor,4,5.0,0.714,0.761,0.0427,0.139,0.00035,0.241,0.906,-4.596,168.022,1
"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",All Falls Down (feat. Juliander),3.3185166666666666,Kreatell Music,Major,4,1.0,0.658,0.678,0.058,0.303,0.0,0.361,0.662,-4.407,97.976,0
"DENNIS, MC Kevinho",Agora é Tudo Meu,2.866633333333333,Sony Music Entertainment,Minor,4,5.0,0.848,0.933,0.106,0.7,2.81e-06,0.184,0.506,-3.306,139.998,1
"The Chainsmokers, Emily Warren",Side Effects,2.89355,Disruptor Records/Columbia,Major,4,8.0,0.673,0.71,0.0324,0.00277,0.0,0.55,0.54,-6.744,110.017,0
Apache 207,Angst,3.35835,Four Music/Two Sides,Minor,5,9.0,0.599,0.79,0.386,0.0213,5.87e-05,0.0778,0.528,-4.352,100.119,0
"Future, Drake",Life Is Good (feat. Drake),3.96225,Epic/Freebandz,Minor,4,2.0,0.676,0.609,0.481,0.0706,0.0,0.152,0.508,-5.831,142.037,1
V,Rainy Days,2.9926666666666666,BIGHIT MUSIC,Minor,4,9.0,0.633,0.454,0.0875,0.739,0.0,0.148,0.282,-8.016,74.828,0
Post Malone,Go Flex,2.99355,Universal Records,Major,4,5.0,0.665,0.498,0.0832,0.228,0.0,0.0757,0.127,-8.185,81.967,0
"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),3.7899166666666666,Interscope Records*,Major,4,10.0,0.713,0.676,0.027,0.0377,0.0,0.154,0.721,-5.483,99.048,0
Megan Thee Stallion,Thot Shit,3.07725,300 Entertainment,Major,4,9.0,0.95,0.693,0.0898,0.0133,0.0,0.173,0.891,-3.424,130.02,0
"PEDRO SAMPAIO, Mc Pedrinho",DANÇARINA,1.8370333333333333,WM Brazil,Minor,4,9.0,0.778,0.571,0.0788,0.0423,0.0,0.0964,0.554,-4.776,134.999,0
Ozuna,Tú Foto,3.22045,VP Records Corp/Dimelo Vi,Major,4,7.0,0.748,0.565,0.0476,0.164,0.00169,0.103,0.812,-5.895,175.92,1
"Sech, J Balvin",La Luz,3.61245,Rich Music,Minor,4,9.0,0.665,0.697,0.154,0.427,1.39e-05,0.599,0.556,-4.819,94.053,0
"Anne-Marie, Niall Horan",Our Song,2.7288833333333335,Atlantic Records/Asylum,Minor,4,11.0,0.595,0.759,0.0423,0.141,0.0,0.172,0.515,-4.245,80.953,0
BLACKPINK,Pink Venom,3.1160666666666668,YG Entertainment/Interscope Records,Major,4,4.0,0.693,0.734,0.202,0.0145,0.0,0.217,0.708,-6.189,180.06,1
Drake,Falling Back,4.4363166666666665,OVO,Major,4,10.0,0.718,0.758,0.0703,0.238,0.00653,0.11,0.349,-8.29,118.989,0
"J Balvin, Mr Eazi",Arcoíris,3.11155,UMLE - Latino,Minor,4,4.0,0.731,0.787,0.0721,0.0853,0.0,0.316,0.393,-5.26,92.971,0
"ROSALÍA, Rauw Alejandro",BESO,3.242383333333333,Columbia Records/Duars Entertainment/Sony Music Latin,Minor,4,5.0,0.768,0.644,0.136,0.736,0.000837,0.173,0.53,-6.671,95.05,0
"Calvin Harris, Young Thug, Pharrell Williams, Ariana Grande, Funk Wav","Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",3.8193333333333332,Columbia,Minor,4,0.0,0.784,0.728,0.0539,0.34,0.0,0.222,0.713,-4.549,110.165,0
Annalisa,Sinceramente,3.5952333333333333,Warner Music,Minor,4,3.0,0.73,0.803,0.04,0.036,0.0,0.14,0.406,-3.056,126.049,0
"Eminem, Joyner Lucas",Lucky You (feat. Joyner Lucas),4.077983333333333,Aftermath,Minor,4,10.0,0.876,0.786,0.306,0.0627,0.0,0.127,0.575,-4.884,153.068,1
Eminem,Stepping Stone,5.160633333333333,Aftermath,Major,4,7.0,0.616,0.684,0.311,0.0305,0.0,0.376,0.312,-6.032,179.503,1
Linkin Park,In the End,3.6146666666666665,Warner Records,Minor,4,3.0,0.556,0.864,0.0584,0.00958,0.0,0.209,0.4,-5.87,105.143,0
Justin Bieber,Confirmation,2.8431166666666665,RBMG/Def Jam,Major,3,8.0,0.438,0.315,0.0375,0.608,0.0,0.151,0.449,-8.186,190.064,1
Twenty One Pilots,Saturday,2.8705333333333334,Fueled By Ramen,Major,4,8.0,0.687,0.89,0.0344,0.00396,0.000939,0.0436,0.854,-5.99,113.06,0
Lewis Capaldi,Hold Me While You Wait,3.4281166666666665,Vertigo Berlin,Major,4,11.0,0.688,0.53,0.0333,0.443,0.0,0.0995,0.162,-5.507,106.958,0
"Chance the Rapper, Knox Fortune",All Night (feat. Knox Fortune),2.3590333333333335,Chance the Rapper,Major,4,2.0,0.704,0.777,0.195,0.0358,0.0,0.151,0.392,-5.729,111.921,0
Doja Cat,Streets,3.7831166666666665,Kemosabe Records/RCA Records,Major,4,11.0,0.749,0.463,0.0842,0.21,0.0382,0.338,0.189,-8.433,90.035,0
Juice WRLD,Righteous,4.03635,Grade A Productions/Interscope Records,Major,4,0.0,0.706,0.625,0.0314,0.0417,0.0,0.129,0.225,-7.426,142.948,1
The 1975,Give Yourself A Try,3.2945333333333333,Polydor Records,Major,4,11.0,0.331,0.784,0.0561,3.12e-05,0.0,0.427,0.902,-5.002,182.964,1
"TAEYANG, Jimin",VIBE (feat. Jimin of BTS),2.9296,THEBLACKLABEL/Interscope Records,Major,4,0.0,0.78,0.683,0.0575,0.0801,0.0,0.22,0.608,-5.319,100.049,0
"KAROL G, Bad Bunny",Ahora Me Llama,3.8882166666666667,UMLE - Latino,Minor,4,7.0,0.664,0.576,0.0349,0.0073,6.28e-05,0.0912,0.121,-5.395,134.934,1
Olivia Rodrigo,deja vu,3.5918,Olivia Rodrigo PS,Major,4,9.0,0.439,0.61,0.116,0.593,1.07e-05,0.341,0.172,-7.236,181.088,1
"Drake, Lil Durk, Giveon",In The Bible (with Lil Durk & Giveon),4.9428,OVO,Minor,4,7.0,0.686,0.385,0.297,0.614,0.0,0.131,0.147,-8.35,143.07,1
"Katy Perry, Migos",Bon Appétit,3.7970333333333333,Capitol Records (CAP),Major,4,6.0,0.797,0.792,0.0607,0.111,7.88e-05,0.24,0.54,-5.758,106.038,0
"Robin Schulz, Alida",In Your Eyes (feat. Alida),3.4703666666666666,WM Germany,Minor,4,8.0,0.57,0.672,0.0716,0.172,1.04e-06,0.0768,0.461,-5.888,120.018,0
"benny blanco, Jesse®, Swae Lee",Better To Lie (with Jesse & Swae Lee),2.934266666666667,Friends Keep Secrets/Interscope Records,Minor,4,10.0,0.758,0.602,0.094,0.0376,4.77e-06,0.111,0.519,-7.909,155.038,1
"Huncho Jack, Travis Scott, Quavo",Black & Chinese,2.86695,Quality Control Music - Epic,Major,4,1.0,0.668,0.844,0.0956,0.00389,0.00879,0.119,0.33,-4.151,159.108,1
Jack Harlow,Nail Tech,3.43975,Generation Now/Atlantic,Major,4,1.0,0.677,0.557,0.0694,0.00508,8.36e-06,0.0984,0.1,-8.409,150.127,1
"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),2.94245,Astralwerks,Minor,4,11.0,0.674,0.774,0.0892,0.0686,0.00188,0.393,0.33,-7.567,112.05,0
Lady Gaga,1000 Doves,3.5913333333333335,Interscope,Major,4,9.0,0.668,0.826,0.0383,0.0236,1.07e-05,0.474,0.388,-4.466,122.973,0
Paloma Faith,Only Love Can Hurt Like This,3.88155,RCA Records Label,Major,4,8.0,0.566,0.885,0.0818,0.0958,9.97e-05,0.334,0.304,-4.528,90.99,0
Polo G,Bad Man (Smooth Criminal),1.7666666666666666,Columbia,Major,4,0.0,0.882,0.662,0.242,0.0124,0.0,0.106,0.57,-6.382,120.034,0
Maluma,Mala Mía,3.06255,Sony Music Latin,Major,4,6.0,0.749,0.752,0.345,0.31,0.0,0.232,0.901,-4.883,180.049,1
J. Cole,No Role Modelz,4.883116666666667,Roc Nation Records LLC,Minor,4,10.0,0.692,0.521,0.33,0.301,0.0,0.0565,0.463,-8.465,100.45,0
JACKBOYS,JACKBOYS,0.7806166666666666,Cactus Jack/Epic,Minor,1,0.0,0.413,0.13,0.0336,0.9,0.82,0.111,0.0676,-25.166,123.342,1
"Zac Efron, Zendaya",Rewrite The Stars,3.624,Atlantic Records,Major,4,10.0,0.684,0.619,0.0386,0.0716,0.0,0.122,0.284,-7.005,125.046,0
"Paulo Londra, Feid",A Veces (feat. Feid),3.1925833333333333,WEA Latina,Major,4,1.0,0.795,0.672,0.0574,0.0396,0.0,0.0783,0.805,-4.392,92.005,0
Dennis Lloyd,Nevermind,2.61,WM Italy,Minor,4,5.0,0.6,0.688,0.201,0.159,1.29e-05,0.409,0.0793,-8.339,99.977,0
Shindy,DODI,3.0507666666666666,Sony Music/Friends with Money,Minor,4,10.0,0.823,0.56,0.0629,0.0101,2.86e-05,0.126,0.371,-7.057,146.958,1
mgk,RAP DEVIL,4.7686166666666665,Bad Boy / Interscope,Major,4,0.0,0.895,0.839,0.227,0.217,3e-06,0.239,0.756,-4.512,149.951,1
"The Chainsmokers, ILLENIUM, Lennon Stella",Takeaway,3.4982166666666665,Disruptor Records/Columbia,Major,1,3.0,0.294,0.505,0.042,0.12,0.0,0.0977,0.357,-8.106,85.332,0
Måneskin,SUPERMODEL,2.4677333333333333,Epic,Major,4,7.0,0.636,0.876,0.0555,0.00164,0.0,0.117,0.799,-3.413,120.983,0
"J Balvin, Skrillex",In Da Getto,2.18445,"Sueños Globales, LLC",Major,4,8.0,0.915,0.72,0.0459,0.025,1.42e-05,0.0942,0.631,-3.126,126.986,0
"Mustard, Migos",Pure Water (with Migos),3.242,10 Summers Records/Interscope Records,Major,4,0.0,0.68,0.559,0.129,0.172,0.0,0.318,0.137,-5.545,202.006,1
Selena Gomez,People You Know,3.2483333333333335,Interscope Records,Minor,4,8.0,0.695,0.62,0.0521,0.0881,5.43e-05,0.111,0.62,-8.082,150.032,1
Bad Bunny,UN PREVIEW,2.7597,Rimas Entertainment LLC,Major,4,1.0,0.786,0.814,0.0873,0.0383,3.67e-05,0.22,0.365,-3.318,95.084,0
"Jhené Aiko, H.E.R.",B.S. (feat. H.E.R.),3.5477833333333333,Def Jam Recordings,Minor,4,8.0,0.617,0.525,0.12,0.554,1.1e-06,0.135,0.377,-10.426,135.781,1
"Nimo, Hava",KEIN SCHLAF,3.34155,Urban,Major,4,11.0,0.606,0.715,0.173,0.294,0.000133,0.124,0.393,-5.608,174.049,1
"Bonez MC, RAF Camora",500 PS,3.03285,187 Strassenbande,Minor,4,7.0,0.807,0.923,0.0441,0.403,0.00455,0.091,0.836,-5.885,139.972,1
A$AP Rocky,Babushka Boi,3.1184166666666666,A$AP Worldwide/Polo Grounds Music/RCA Records,Minor,4,10.0,0.897,0.743,0.222,0.304,4.44e-05,0.137,0.905,-5.446,134.979,0
BTS,Love Maze,3.69215,BIGHIT MUSIC,Major,4,9.0,0.636,0.876,0.0617,0.0487,0.0,0.0728,0.759,-4.652,149.932,1
Kontra K,Letzte Träne,2.9320333333333335,BMG Rights Management GmbH,Minor,4,8.0,0.705,0.919,0.244,0.435,1.38e-05,0.168,0.607,-5.087,134.029,1
"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",Faz um Vuk Vuk (Teto Espelhado),2.3077,MC Kevin o Chris,Minor,4,7.0,0.92,0.413,0.0752,0.504,0.0514,0.133,0.679,-7.901,130.078,0
siouxxie sixxsta,masquerade,2.408933333333333,Elektra (NEK),Major,4,9.0,0.608,0.792,0.0355,0.000674,0.653,0.252,0.611,-5.721,161.104,1
Taylor Swift,Bad Blood (Taylor's Version),3.5184,Taylor Swift,Major,4,7.0,0.619,0.686,0.164,0.0385,0.0,0.307,0.364,-6.369,169.943,1
Morgan Wallen,Warning,2.61245,Big Loud / Republic,Major,4,10.0,0.633,0.664,0.0294,0.46,0.0,0.108,0.268,-5.037,115.058,0
"Gorillaz, Tame Impala, Bootie Brown",New Gold (feat. Tame Impala and Bootie Brown),3.5858333333333334,Parlophone UK,Minor,3,1.0,0.695,0.923,0.0522,0.0425,0.0469,0.116,0.551,-3.93,108.014,0
"Tyler, The Creator",LUMBERJACK,2.3052,Columbia,Major,4,9.0,0.386,0.762,0.564,0.122,0.0,0.527,0.433,-6.341,170.691,1
"James Blake, Travis Scott, Metro Boomin",Mile High (feat. Travis Scott & Metro Boomin),3.2266666666666666,Polydor Records,Minor,4,6.0,0.754,0.37,0.12,0.403,6.22e-05,0.107,0.228,-9.854,114.941,0
"Linkin Park, Pusha T, Stormzy",Good Goodbye (feat. Pusha T and Stormzy),3.52355,Warner Records,Minor,4,9.0,0.697,0.84,0.054,0.106,0.0,0.748,0.452,-4.602,128.034,0
"Katy Perry, Skip Marley",Chained To The Rhythm,3.9622333333333333,Capitol Records (CAP),Major,4,0.0,0.448,0.801,0.165,0.0733,0.0,0.146,0.462,-5.363,189.798,1
Mahmood,TUTA GOLD,2.974466666666667,Universal Music Italia srL.,Minor,4,9.0,0.746,0.742,0.0473,0.624,0.000848,0.151,0.77,-6.837,123.052,0
NewJeans,OMG,3.53755,ADOR,Minor,4,9.0,0.804,0.771,0.0433,0.357,3.07e-06,0.108,0.739,-4.067,126.956,0
Demi Lovato,Tell Me You Love Me,3.9497833333333334,Island Records,Major,4,6.0,0.419,0.585,0.0741,0.0258,0.0,0.143,0.256,-5.435,72.635,0
Daddy Yankee,REMIX,2.728,Republic Records,Major,4,1.0,0.819,0.781,0.0547,0.0323,0.0012,0.121,0.385,-4.879,100.062,0
"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),3.6813333333333333,Republic Records,Major,4,8.0,0.74,0.558,0.102,0.566,0.0,0.112,0.421,-8.115,140.057,1
Coldplay,Higher Power,3.4447,Parlophone UK,Major,4,10.0,0.507,0.832,0.0425,0.00643,1.6e-05,0.229,0.485,-5.931,177.894,1
"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),3.2159333333333335,OVO,Major,4,1.0,0.578,0.449,0.286,0.0618,2.17e-06,0.119,0.1,-6.349,136.006,1
Burl Ives,A Holly Jolly Christmas,2.2588833333333334,Geffen,Major,4,0.0,0.683,0.375,0.0303,0.579,0.0,0.076,0.888,-13.056,140.467,1
Ella Fitzgerald,Frosty The Snowman,2.19555,Verve Reissues,Major,4,8.0,0.579,0.502,0.0513,0.733,0.0,0.281,0.836,-7.57,76.816,0
"Polo G, Lil Baby",Be Something,3.2353,Columbia,Major,4,8.0,0.829,0.52,0.294,0.0232,0.0,0.134,0.248,-10.34,136.103,0
Lil Uzi Vert,Two®,3.0879333333333334,Generation Now/Atlantic,Major,4,7.0,0.266,0.642,0.0694,0.424,0.0,0.0943,0.0371,-5.133,75.022,0
"XXXTENTACION, Matt OX",$$$ - with Matt Ox,2.1733833333333332,"Bad Vibes Forever, LLC",Minor,4,1.0,0.774,0.507,0.065,0.0636,0.0,0.138,0.508,-6.952,140.067,1
"DJ Snake, Sean Paul, Anitta, Tainy","Fuego (with Sean Paul & Anitta, feat. Tainy)",3.25715,DJ Snake Music Productions Limited,Major,4,8.0,0.819,0.859,0.224,0.0244,0.0,0.0916,0.612,-6.264,104.906,0
"Vicetone, Tony Igy",Astronomia,3.3015833333333333,b1,Major,4,5.0,0.653,0.945,0.096,0.00561,0.915,0.439,0.325,-2.634,126.093,1
"David Guetta, Sia",Flames,3.244666666666667,Parlophone (France),Minor,4,5.0,0.631,0.649,0.0385,0.0817,3.8e-06,0.0934,0.421,-5.892,93.95,0
"Juice WRLD, Marshmello, The Kid LAROI, Polo G",Hate The Other Side (with Marshmello & The Kid Laroi),2.6702,Grade A Productions/Interscope Records,Major,4,6.0,0.701,0.65,0.104,0.291,0.0,0.112,0.647,-6.313,90.003,0
"Shawn Mendes, Camila Cabello",The Christmas Song (Shawn Mendes & Camila Cabello),3.2709,Shawn Mendes LP4-5 PS/ Island,Minor,4,2.0,0.341,0.181,0.0366,0.888,0.0,0.137,0.212,-12.073,83.608,0
"Regard, RAYE",Secrets,2.9461166666666667,Ministry of Sound Recordings,Minor,4,6.0,0.848,0.768,0.0373,0.0412,0.000785,0.195,0.777,-5.386,118.961,0
Takeoff,Last Memory,2.8545,Quality Control Music/Motown Records/Capitol Records,Minor,4,1.0,0.853,0.696,0.246,0.179,0.0,0.286,0.184,-6.179,118.001,0
Ozuna,El Farsante,3.851766666666667,VP Records Corp/Dimelo Vi,Major,4,6.0,0.726,0.705,0.0636,0.247,0.0,0.409,0.39,-4.458,120.053,0
"Kendrick Lamar, SZA",All The Stars (with SZA),3.925666666666667,Black Panther (TDE/DMG) PS,Minor,4,5.0,0.705,0.628,0.0489,0.0287,0.0193,0.0863,0.465,-5.362,96.799,0
Lewis Capaldi,Hold Me While You Wait,3.4281166666666665,Vertigo Berlin,Major,4,11.0,0.688,0.53,0.0333,0.443,0.0,0.0995,0.162,-5.507,106.958,0
Ozuna,Unica,3.661383333333333,VP Records Corp/Dimelo Vi,Major,4,0.0,0.649,0.895,0.0394,0.174,1.95e-06,0.095,0.664,-1.358,174.074,1
"Young Stoner Life, Young Thug, Gunna",Ski,2.538883333333333,300 Entertainment,Minor,4,8.0,0.953,0.621,0.221,0.017,0.0,0.0398,0.883,-7.638,123.016,0
Manuel Turizo,Sola,3.2507333333333333,Sony Music Latin/La Industria,Minor,4,11.0,0.704,0.706,0.111,0.483,0.0,0.0965,0.856,-5.233,92.965,0
